Existence of commercial and service activities by type - self employment,Existence of commercial and service activities by type - public sector,Town,Existence of commercial and service activities by type - banking institutions,refArea,Total number of commercial institutions by size - number of medium-sized institutions,Total number of commercial institutions by size - number of large-sized institutions,Observation URI,Existence of commercial and service activities by type - service institutions,Total number of non banking financial institutions ,Percentage of small and medium sized commercial institutions,publisher,dataset,Total number of commercial institutions by size - number of small institutions,Total number of service institutions ,references,Existence of commercial and service activities by type - commerce
1,0,Aanout,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aanout,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aanqoun,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aanqoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,1,Aaouaainat Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaouaainat+Aakkar,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aaqabet Rachaya,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaqabet+Rachaya,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aaqaibeh Kesrouane,1,http://dbpedia.org/resource/Keserwan_District,40,20,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaqaibeh+Kesrouane,0,0,8.182e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,50,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aaqtanit,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaqtanit,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aarab Ej-Jall,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarab+Ej-Jall,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aarab Salim,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarab+Salim,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,1,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aarab Tabbaya,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarab+Tabbaya,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,2,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Aaraiya,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaraiya,1,2,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,5,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aaramoun Kesrouane,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaramoun+Kesrouane,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aaramta,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaramta,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aaray,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaray,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,1,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aarbaniyeh,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarbaniyeh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aarbet Qozhaiya,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarbet+Qozhaiya,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aarjis,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarjis,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aarqa,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarqa,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,6,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Aarsal,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aarsal,0,5,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,100,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aassoun,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aassoun,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,20,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aatchaneh,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aatchaneh,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,4,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aathrine,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aathrine,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aaychiyeh,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaychiyeh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Aayha,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aayha,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aaymar,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaymar,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aaynab,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaynab,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aaynata Baalbek,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaynata+Baalbek,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,7,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aaynata Bent Jbeil,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaynata+Bent+Jbeil,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aayoun Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aayoun+Aakkar,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,100,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Aayoun El-Ghizlane,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aayoun+El-Ghizlane,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aayoun El-Matn,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aayoun+El-Matn,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aayroun,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aayroun,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,30,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aayta Ech-Chaab,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aayta+Ech-Chaab,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aayta El-Foukhar,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aayta+El-Foukhar,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aaytanit,0,http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaytanit,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,7,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aaytat,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaytat,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aaytit,0,http://dbpedia.org/resource/Tyre_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aaytit,0,0,9.762e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,40,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aazour,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aazour,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aazqai,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aazqai,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,1,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aazra ouel Aazr,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aazra+ouel+Aazr,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aazzi,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aazzi,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Ablah,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Ablah,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Abou Mizan,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Abou+Mizan,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Abou Qamha,1,http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Abou+Qamha,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Adma Oua Dafine,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Adma+Oua+Dafine,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Adonis,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Adonis,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Afqa Jbeil,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Afqa+Jbeil,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Ain Aakrine,0,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Ain+Aakrine,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,3,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Aintoura El-Matn,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aintoura+El-Matn,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Aintoura Kesrouane,1,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aintoura+Kesrouane,0,1,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,16,15,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Aintourine,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aintourine,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Aitaroun,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Aitaroun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Alaq,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,20,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Alaq,1,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,2,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Almat,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Almat,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,14,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Amara,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Amara,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Amioun,1,https://dbpedia.org/page/North_Governorate,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Amioun,1,3,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,150,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Anane,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Anane,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Ansar,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Ansar,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,15,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Ansar Baalbeck,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Ansar+Baalbeck,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Antelias-Naccache,1,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Antelias-Naccache,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Arnoun,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Arnoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Arsoun,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Arsoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Arzai,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Arzai,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,150,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Arzoun,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Arzoun,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,30,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Asnoun,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Asnoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Assia,0,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Assia,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,2,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Ayto,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Ayto,1,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,6,4,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Baabda-Louaizi,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baabda-Louaizi,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Baabdat,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baabdat,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Baadarane,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baadarane,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,8,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Baalbek,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baalbek,1,20,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,4000,20,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Baalchmay,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baalchmay,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Baaloul West Bekaa,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baaloul+West+Bekaa,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Baaouerta,0,http://dbpedia.org/resource/Aley_District,15,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baaouerta,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,15,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Baaqline,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baaqline,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Baassir,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Baassir,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Bab Mareaa,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Bab+Mareaa,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,6,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Babliyeh,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Babliyeh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Badbhoun,0,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Badbhoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
